NDVI,NDRE,GNDVI,Serapan_K
0.837,0.6757,0.7295,42.78
0.8049,0.7457,0.7608,49.09
0.4496,0.3673,0.4526,30.03
0.5793,0.5049,0.5612,37.57
0.7631,0.6461,0.6987,40.64
0.1714,0.1524,0.1792,14.35
0.3866,0.337,0.3609,24.23
0.8523,0.7403,0.8938,44.72
0.6429,0.4733,0.6134,29.65
0.5102,0.4681,0.5401,35.33
0.6348,0.4505,0.6779,40.24
0.95,0.7875,0.8918,56.24
0.603,0.5298,0.4896,32.26
0.7595,0.5448,0.602,29.18
0.2204,0.3075,0.3198,24.71
0.4576,0.4396,0.3132,23.99
0.3299,0.2686,0.3511,22.07
0.7157,0.5325,0.5977,41.37
0.2892,0.2806,0.2534,19.68
0.4994,0.4457,0.3393,31.79
0.4833,0.3492,0.3915,24.44
0.3557,0.3523,0.3709,24.14
0.5418,0.296,0.5656,24.89
0.8048,0.7195,0.7908,54.25
0.6085,0.5508,0.5617,38.71
0.4765,0.3968,0.5112,27.84
0.8549,0.7026,0.8325,47.38
0.2668,0.2607,0.2449,21.21
0.7764,0.6735,0.7522,45.35
0.6261,0.4792,0.5453,34.42
0.6383,0.609,0.634,40.77
0.95,0.95,0.95,56.4
0.21,0.1793,0.2303,16.19
0.5338,0.4549,0.4417,28.56
0.7321,0.5972,0.7088,43.19
0.3466,0.238,0.3256,20.9
0.6151,0.5296,0.476,30.33
0.8816,0.95,0.8144,56.12
0.8692,0.7367,0.7314,46.41
0.3771,0.3022,0.2942,21.59
0.4401,0.3099,0.4424,30.33
0.306,0.273,0.3636,27.61
0.4071,0.3178,0.3029,22.9
0.5356,0.4583,0.5442,28.04
0.5369,0.5022,0.5435,31.68
0.8705,0.7036,0.812,52.36
0.4195,0.4782,0.3949,32.09
0.4246,0.3877,0.4027,23.85
0.626,0.5276,0.5712,33.22
0.3395,0.3115,0.2993,28.07
0.4178,0.3893,0.3959,30.63
0.3064,0.2801,0.3244,25.05
0.7584,0.477,0.8594,30.0
0.4505,0.3505,0.4219,24.56
0.647,0.5244,0.6331,38.72
0.95,0.8493,0.9105,56.17
0.6073,0.5275,0.5552,38.83
0.7534,0.6642,0.7816,49.27
0.8282,0.8311,0.7759,53.14
0.3304,0.2731,0.196,20.08
0.7384,0.7051,0.6428,44.56
0.95,0.8409,0.9096,49.7
0.7456,0.5639,0.7055,46.49
0.5107,0.5357,0.4118,36.31
0.3578,0.2886,0.3269,22.18
0.5967,0.662,0.4141,39.5
0.4533,0.4289,0.4481,33.2
0.2945,0.2213,0.2777,24.6
0.2572,0.1905,0.1599,23.66
0.1811,0.1434,0.1672,14.32
0.95,0.8237,0.9023,57.28
0.5731,0.5173,0.5451,37.43
0.5223,0.4705,0.5157,33.41
0.6342,0.5831,0.6107,49.34
0.9128,0.8121,0.8657,47.02
0.342,0.2741,0.3408,20.62
0.2161,0.3334,0.1936,24.79
0.95,0.8209,0.95,57.82
0.2551,0.1957,0.2395,16.24
0.1491,0.134,0.151,14.45
0.95,0.8236,0.9145,48.07
0.8746,0.7303,0.8619,40.62
0.1,0.1,0.1,5.0
0.6231,0.5569,0.551,43.18
0.7297,0.6861,0.6703,34.12
0.8782,0.8034,0.7543,54.94
0.4141,0.4501,0.4105,23.48
0.3272,0.2384,0.3138,22.85
0.95,0.805,0.9397,51.68
0.5799,0.4528,0.5224,27.98
0.7213,0.5747,0.678,43.84
0.2334,0.2108,0.2411,16.0
0.461,0.3642,0.4708,26.28
0.7682,0.659,0.7402,39.28
0.5676,0.5283,0.4821,34.21
0.7845,0.6505,0.7674,42.1
0.3032,0.1848,0.2824,16.64
0.95,0.8074,0.928,49.21
0.381,0.3241,0.4107,29.71
0.6156,0.51,0.5992,33.08
0.6112,0.4603,0.6226,40.09
0.7602,0.6507,0.7517,42.3
0.4301,0.2941,0.3281,29.75
0.5703,0.4562,0.5503,32.04
0.4363,0.3281,0.418,27.78
0.4612,0.3838,0.4054,23.59
0.2272,0.2046,0.1919,15.85
0.7827,0.6793,0.7236,44.03
0.2888,0.2764,0.2781,20.97
0.7422,0.6223,0.7351,42.27
0.4299,0.3335,0.3967,22.73
0.3126,0.4826,0.2515,28.26
0.3964,0.3162,0.3434,29.03
0.9182,0.6861,0.8358,47.68
0.5033,0.4568,0.4966,26.89
0.95,0.8833,0.95,56.65
0.9077,0.705,0.7773,49.62
0.3965,0.3548,0.3318,29.85
0.8069,0.5873,0.7772,45.62
0.8052,0.5758,0.7756,48.93
0.224,0.1892,0.2308,18.71
0.68,0.4937,0.6933,44.8
0.8732,0.6731,0.7658,46.72
0.5886,0.4873,0.5897,35.34
0.5637,0.5077,0.4633,29.43
0.95,0.8987,0.95,52.55
0.9095,0.8095,0.6964,50.48
0.665,0.5888,0.6141,36.29
0.4694,0.3734,0.4201,28.72
0.7138,0.6876,0.6205,32.93
0.3977,0.3676,0.3608,23.63
0.95,0.8656,0.95,52.41
0.95,0.6779,0.8245,53.76
0.7151,0.6061,0.6158,42.83
0.3798,0.2873,0.318,27.12
0.1989,0.1836,0.2199,18.99
0.1763,0.1071,0.1,10.39
0.5661,0.4768,0.5457,36.08
0.5507,0.4369,0.566,26.6
0.3729,0.3749,0.3091,20.51
0.3909,0.3856,0.3845,31.28
0.5679,0.4712,0.5041,34.06
0.748,0.7165,0.6778,45.06
0.7693,0.5909,0.7207,49.01
0.6746,0.5718,0.5845,41.55
0.6781,0.524,0.647,43.98
0.4096,0.3743,0.4139,24.67
0.7263,0.5947,0.7299,49.49
0.5589,0.513,0.5207,36.83
0.7778,0.5367,0.804,38.29
0.7611,0.614,0.7236,40.23
0.676,0.5673,0.6505,37.63
0.3446,0.3427,0.211,28.4
0.7423,0.5359,0.7078,40.92
0.8362,0.6629,0.7724,36.95
0.95,0.8801,0.8634,49.81
0.2977,0.3556,0.1991,26.0
0.95,0.889,0.9321,59.0
0.3217,0.131,0.2267,13.78
0.2601,0.2863,0.2227,24.6
0.4852,0.3504,0.3642,19.51
0.95,0.8178,0.9343,52.67
0.5841,0.4477,0.5904,31.23
0.5879,0.5197,0.5732,34.66
0.2603,0.2074,0.2429,17.25
0.95,0.95,0.95,60.0
0.805,0.6484,0.6472,41.48
0.4442,0.4889,0.4149,33.86
0.6885,0.6203,0.624,44.3
0.8918,0.6908,0.8784,49.55
0.8722,0.6942,0.7995,46.34
0.486,0.4412,0.3951,34.32
0.394,0.2834,0.4434,29.85
0.8281,0.6766,0.7187,48.78
0.3337,0.2762,0.2582,20.26
0.5906,0.4992,0.592,38.72
0.1709,0.214,0.1562,18.14
0.8438,0.6979,0.8209,42.07
0.6699,0.6768,0.6506,45.28
0.4861,0.3797,0.4383,27.02
0.5606,0.3943,0.5281,35.3
0.7146,0.6204,0.6983,41.89
0.9487,0.7483,0.95,54.75
0.6299,0.535,0.514,33.79
0.4334,0.3459,0.4037,28.4
0.7691,0.7176,0.7301,44.63
0.4429,0.3727,0.4151,29.98
0.95,0.7328,0.752,47.27
0.7721,0.6573,0.703,37.99
0.4023,0.3681,0.3835,24.68
0.9003,0.643,0.84,48.65
0.95,0.7359,0.7774,47.43
0.4382,0.5175,0.4282,35.25
0.2515,0.2496,0.2643,24.36
0.5816,0.494,0.558,36.87
0.8543,0.7433,0.8273,51.38
0.5203,0.4306,0.4006,28.2
0.3158,0.2439,0.3038,25.25
0.7048,0.6144,0.6674,37.3
0.8759,0.6777,0.8558,52.01
0.95,0.755,0.9237,51.64
0.1,0.1,0.1,5.0
0.7459,0.6357,0.7138,46.13
0.55,0.472,0.5153,33.9
0.1138,0.1,0.1,9.78
0.897,0.7591,0.8773,45.44
0.9303,0.7904,0.9167,54.49
0.1,0.1,0.1,7.4
0.7094,0.6646,0.6692,44.69
0.7008,0.4973,0.4898,31.13
0.4908,0.3316,0.5473,32.41
0.529,0.4061,0.5201,40.44
0.9023,0.7675,0.8535,45.1
0.3856,0.3756,0.3702,24.44
0.6573,0.5735,0.5969,42.53
0.8051,0.6619,0.7064,50.54
0.247,0.1,0.1,11.31
0.5065,0.4499,0.4999,33.41
0.7878,0.7258,0.6821,49.16
0.9218,0.7987,0.919,52.71
0.645,0.5807,0.6667,34.56
0.3317,0.3233,0.3367,27.31
0.339,0.2484,0.3134,19.51
0.6057,0.4552,0.4811,28.99
0.4865,0.5012,0.4405,35.82
0.656,0.5748,0.6146,32.27
0.4804,0.4283,0.5109,25.67
0.8166,0.7221,0.7578,47.98
0.4413,0.3328,0.3114,22.53
0.4716,0.4023,0.4484,26.81
0.5832,0.5132,0.5382,31.79
0.6218,0.5668,0.6206,39.73
0.1984,0.1858,0.1897,15.81
0.5493,0.4579,0.5936,32.02
0.3194,0.2601,0.2702,19.79
0.4837,0.4269,0.4684,32.85
0.8567,0.7788,0.7416,50.14
0.6027,0.6502,0.5673,36.42
0.2162,0.2431,0.1943,20.91
0.2413,0.2939,0.3336,25.27
0.6504,0.5176,0.5383,31.58
0.6635,0.6083,0.6165,31.92
0.6074,0.5376,0.5662,38.63
0.5814,0.5565,0.5608,33.43
0.8517,0.673,0.8437,53.03
0.95,0.9329,0.95,60.0
0.2643,0.2026,0.1778,15.13
0.5147,0.3345,0.4187,21.62
0.7942,0.6903,0.7264,40.59
0.8479,0.7283,0.812,47.67
0.5658,0.4314,0.5084,36.47
0.4379,0.3691,0.3837,29.64
0.6947,0.4499,0.5327,27.67
0.479,0.3822,0.4903,27.51
0.7537,0.6049,0.7664,45.39
0.4448,0.3159,0.4361,25.63
0.3945,0.3893,0.4056,24.44
0.2384,0.2797,0.2991,24.82
0.282,0.1977,0.2081,15.21
0.4561,0.3365,0.4071,24.1
0.4581,0.488,0.4448,34.82
0.6199,0.5188,0.5772,37.64
0.947,0.8014,0.8656,53.71
0.9328,0.7822,0.95,56.8
0.6207,0.5931,0.467,34.04
0.4418,0.3411,0.3556,23.5
0.6021,0.5953,0.5442,30.54
0.4432,0.445,0.4048,32.0
0.9289,0.7392,0.824,51.3
0.4441,0.349,0.3736,30.17
0.4675,0.5535,0.4311,31.89
0.95,0.9127,0.872,59.44
0.3348,0.2884,0.2979,20.54
0.7189,0.7188,0.5771,39.05
0.492,0.3654,0.4371,25.55
0.4457,0.4232,0.405,27.02
0.21,0.187,0.1529,14.96
0.4549,0.3861,0.4321,26.14
0.5641,0.4852,0.508,36.87
0.4519,0.3883,0.4093,30.54
0.7797,0.7289,0.7277,46.97
0.95,0.8415,0.8842,55.44
0.4761,0.3087,0.54,27.57
0.3301,0.2613,0.3977,28.43
0.5659,0.5644,0.5532,36.43
0.7117,0.5558,0.7002,43.38
0.3583,0.2246,0.3877,20.41
0.2632,0.1854,0.2806,17.19
0.9097,0.7614,0.8716,46.93
0.7886,0.5792,0.8008,48.44
0.8139,0.5738,0.6108,47.57
0.5313,0.4804,0.496,33.73
0.705,0.5985,0.6622,43.18
0.5012,0.3413,0.4592,24.63
0.3901,0.3268,0.3464,26.07
0.5846,0.5218,0.5598,36.88
0.9293,0.8049,0.95,57.79
0.95,0.7361,0.95,51.96
0.7179,0.6277,0.6869,33.55
0.4958,0.4045,0.4858,27.14
0.18,0.2318,0.1686,20.82
0.7427,0.6297,0.685,41.66
0.2023,0.1554,0.1842,14.91
0.344,0.311,0.3467,21.32
0.95,0.9022,0.9457,60.0
0.8246,0.6789,0.8037,49.33
0.3612,0.2507,0.3344,19.65
0.3916,0.3798,0.3554,26.4
0.3941,0.2445,0.3091,29.28
0.4652,0.3361,0.4053,24.22
0.1904,0.1448,0.1954,16.48
0.8811,0.6465,0.6547,45.91
0.1,0.1,0.1942,16.44
0.8644,0.7263,0.8398,45.79
0.4234,0.3392,0.5146,29.69
0.4976,0.6176,0.4618,32.98
0.4675,0.3874,0.3426,23.75
0.7201,0.6243,0.5101,42.84
0.2422,0.2116,0.2077,16.13
0.5324,0.4229,0.4403,27.45
0.3722,0.2859,0.3317,22.74
0.5956,0.5394,0.4957,31.83
0.916,0.7086,0.7384,52.44
0.7121,0.4456,0.7447,42.35
0.7146,0.6625,0.5922,39.07
0.6703,0.541,0.6188,34.02
0.6018,0.5539,0.4462,31.05
0.8734,0.7202,0.8439,45.78
0.5302,0.4071,0.5563,31.08
0.6494,0.4822,0.5854,31.82
0.7142,0.6367,0.6606,38.81
0.8836,0.6726,0.814,41.65
0.5287,0.4843,0.4988,34.95
0.8363,0.6777,0.9109,49.76
0.4385,0.3868,0.3891,31.01
0.4076,0.3348,0.366,30.53
0.791,0.8256,0.6914,39.13
0.5997,0.4571,0.5186,35.88
0.1042,0.1,0.1019,17.34
0.9274,0.7568,0.8881,48.06
0.5485,0.5246,0.388,31.1
0.5421,0.4719,0.4854,26.38
0.95,0.789,0.8678,54.08
0.5309,0.3189,0.4945,31.64
0.5416,0.4648,0.5425,35.39
0.2919,0.399,0.2596,28.55
0.4955,0.5877,0.492,36.6
0.3761,0.2743,0.2929,25.81
0.3566,0.2975,0.3473,21.84
0.5633,0.4984,0.5278,30.59
0.6873,0.6185,0.6479,34.87
0.6653,0.5238,0.6861,43.55
0.8586,0.6915,0.8486,48.27
0.5191,0.5269,0.322,31.56
0.7898,0.6911,0.7803,43.02
0.7019,0.6456,0.6434,38.63
0.3337,0.2167,0.2924,18.72
0.4045,0.2219,0.214,17.87
0.6634,0.5564,0.667,44.88
0.7719,0.5467,0.6864,45.85
0.6071,0.5205,0.5722,36.04
0.4869,0.4445,0.3834,34.14
0.4136,0.3734,0.3968,25.02
0.644,0.4791,0.6223,36.71
0.6573,0.5613,0.5935,40.99
0.4238,0.3815,0.3541,24.48
0.424,0.4683,0.3951,32.44
0.8086,0.647,0.7936,49.7
0.4513,0.3601,0.4659,25.95
0.5941,0.4641,0.4843,34.59
0.95,0.9195,0.908,60.0
0.95,0.8048,0.9243,56.92
0.4627,0.2968,0.3909,22.99
0.7542,0.6182,0.6921,37.55
0.1773,0.1299,0.1743,14.21
0.5265,0.4753,0.5323,35.76
0.3665,0.2454,0.2482,18.12
0.3466,0.3185,0.3371,25.9
0.4474,0.29,0.4263,25.02
0.4545,0.4834,0.4053,33.99
0.4076,0.3628,0.3937,24.68
0.2866,0.1466,0.1603,14.66
0.3779,0.2865,0.3532,22.16
0.95,0.8382,0.95,52.14
0.6702,0.7478,0.5507,38.83
0.4823,0.364,0.4874,30.84
0.7847,0.764,0.6576,42.1
0.95,0.8221,0.9039,47.97
0.4278,0.5018,0.4632,34.22
0.3224,0.1567,0.3205,16.02
0.2247,0.1974,0.2068,16.73
0.6392,0.4682,0.6181,34.41
0.95,0.8857,0.95,52.93
0.8117,0.6632,0.7902,47.19
0.4659,0.356,0.4662,26.4
0.7477,0.5481,0.6625,36.0
0.8309,0.6922,0.803,38.34
0.2417,0.1505,0.1024,14.12
0.4806,0.3764,0.4259,30.36
0.4374,0.345,0.4843,25.07
0.8405,0.6392,0.7959,47.71
0.826,0.7158,0.7607,44.84
0.3486,0.2934,0.2999,19.82
0.4371,0.4265,0.4185,30.43
0.8598,0.7976,0.669,49.72
0.3131,0.2666,0.2932,19.46
0.3512,0.2993,0.3168,21.11
0.9231,0.9277,0.8293,51.33
0.8572,0.6963,0.8616,43.98
0.95,0.7958,0.837,54.87
0.7585,0.6506,0.6814,42.11
0.8026,0.6506,0.678,51.37
0.8171,0.565,0.5607,36.71
0.5821,0.5137,0.5826,36.72
0.6385,0.5527,0.6279,38.37
0.4314,0.3976,0.3874,28.33
0.8729,0.7637,0.8435,46.01
0.95,0.8014,0.9145,51.04
0.6213,0.5258,0.5866,37.23
0.7552,0.6987,0.6106,44.0
0.1644,0.189,0.1423,17.41
0.9279,0.7023,0.7254,51.96
0.7986,0.6388,0.6102,46.14
0.8354,0.6178,0.8621,49.3
0.4562,0.3571,0.4289,31.38
0.7576,0.5953,0.6859,43.43
0.522,0.5158,0.4925,29.64
0.7776,0.7502,0.7211,44.07
0.4333,0.3353,0.3993,31.6
0.4975,0.5032,0.4383,35.98
0.9041,0.7627,0.8525,52.6
0.8932,0.7664,0.7245,49.81
0.7952,0.7075,0.7139,48.51
0.4479,0.5698,0.307,33.89
0.1052,0.2371,0.175,20.15
0.9377,0.7659,0.7998,53.52
0.5778,0.4916,0.5459,28.59
0.2292,0.1789,0.2021,17.08
0.7573,0.696,0.7315,46.51
0.3981,0.329,0.266,20.5
0.3764,0.3556,0.4471,30.95
0.371,0.3021,0.3475,21.68
0.4358,0.3286,0.3948,23.27
0.95,0.6983,0.879,54.29
0.9482,0.7871,0.8772,54.46
0.7966,0.6714,0.7809,49.78
0.4764,0.3568,0.4725,31.7
0.8411,0.5629,0.6686,46.76
0.7016,0.47,0.6349,33.96
0.4527,0.3881,0.4244,32.02
0.2205,0.2129,0.2176,18.09
0.4918,0.3467,0.4819,26.82
0.4738,0.3066,0.4378,22.41
0.3921,0.3322,0.3792,23.45
0.559,0.4927,0.5576,37.05
0.6307,0.5313,0.6006,33.1
0.272,0.3074,0.2298,25.63
0.7726,0.6957,0.6541,47.92
0.269,0.1317,0.2457,15.17
0.3146,0.2032,0.2681,17.96
0.95,0.8916,0.95,55.18
0.95,0.7547,0.7074,54.31
0.4916,0.3418,0.4813,27.06
0.7032,0.5371,0.6388,35.04
0.4762,0.4297,0.3526,26.28
0.7475,0.6787,0.6433,45.94
0.4463,0.3928,0.4325,25.54
0.6489,0.6407,0.6296,36.69
0.95,0.8917,0.95,60.0
0.7664,0.7528,0.7912,47.07
0.9223,0.8179,0.9169,51.71
0.9236,0.7323,0.8287,56.55
0.468,0.3459,0.3757,30.46
0.4138,0.3503,0.4049,24.19
0.1,0.1008,0.1256,13.03
0.696,0.6075,0.6412,44.33
0.95,0.8527,0.95,60.0
0.7298,0.5619,0.6626,42.07
0.95,0.9155,0.95,53.56
0.5692,0.5696,0.5504,30.22
0.3166,0.2383,0.2938,18.91
0.3486,0.2547,0.2483,15.53
0.258,0.3152,0.2232,25.8
0.4528,0.3509,0.4039,23.1
0.7774,0.6598,0.6883,52.72
0.4901,0.394,0.4821,26.99
0.7075,0.551,0.6922,36.85
0.415,0.4857,0.2197,30.88
0.8391,0.6443,0.7262,45.68
0.684,0.5428,0.5118,36.5
0.8594,0.7681,0.8059,54.04
0.6286,0.5066,0.593,30.59
0.95,0.8738,0.925,48.27
0.9478,0.8015,0.8936,49.45
0.9026,0.9334,0.8543,57.92
0.1,0.1,0.1,6.79
0.4957,0.4833,0.5351,31.12
0.8045,0.6793,0.6609,37.56
0.6189,0.4744,0.5678,38.36
0.8027,0.7373,0.7593,44.28
0.4543,0.5027,0.4218,33.81
0.3166,0.3246,0.3036,22.51
0.5035,0.4119,0.4398,26.49
0.5519,0.4718,0.5069,30.15
0.7337,0.6147,0.7031,38.42
0.7114,0.5903,0.6437,36.62
0.6171,0.5924,0.6942,36.16
0.2429,0.3416,0.2459,24.64
0.3847,0.3841,0.3449,31.02
0.7233,0.6418,0.6977,32.66
0.1,0.2609,0.1,18.8
0.5752,0.4891,0.5441,28.97
0.8338,0.6714,0.7727,46.79
0.5927,0.6513,0.441,38.5
0.5587,0.5365,0.5382,38.43
0.3262,0.2895,0.3177,20.27
0.5465,0.438,0.5099,34.11
0.5145,0.4504,0.3758,27.7
0.9119,0.7986,0.8915,47.48
0.573,0.4642,0.4263,28.48
0.7105,0.5925,0.5702,35.36
0.6827,0.6008,0.6677,44.25
0.8384,0.6886,0.8159,44.72
0.3687,0.3487,0.3628,28.31
0.8064,0.7019,0.7999,40.6
0.1,0.1072,0.1,8.39
0.752,0.6074,0.6377,40.81
0.7897,0.673,0.6926,48.07
0.409,0.3248,0.3787,28.14
0.1578,0.1959,0.1937,19.21
0.8458,0.791,0.6749,41.75
0.2587,0.2175,0.2561,18.98
0.3014,0.1251,0.2186,14.98
0.4995,0.4664,0.4585,36.27
0.884,0.775,0.8504,46.52
0.6275,0.5055,0.597,34.07
0.95,0.7805,0.7729,50.18
0.8494,0.7846,0.8646,52.58
0.2467,0.1693,0.2653,21.97
0.5378,0.4427,0.5483,34.94
0.7002,0.584,0.5654,41.98
0.1831,0.3477,0.2131,23.69
0.95,0.8007,0.95,59.55
0.7063,0.6021,0.6601,41.48
0.803,0.7043,0.7626,47.69
0.3968,0.3787,0.4093,23.05
0.95,0.8182,0.9162,57.62
0.4736,0.3412,0.4238,24.77
0.3383,0.2614,0.3316,25.58
0.9329,0.8509,0.8961,44.74
0.9396,0.7345,0.8682,51.88
0.8208,0.5804,0.7996,35.11
0.6207,0.4919,0.5923,37.98
0.4838,0.351,0.4396,25.51
0.7047,0.632,0.688,36.87
0.7816,0.5779,0.7607,31.35
0.3445,0.3079,0.1663,19.46
0.4875,0.4298,0.472,29.38
0.7332,0.6252,0.6482,38.61
0.8861,0.7679,0.8347,40.35
0.6257,0.4646,0.7273,34.92
0.8568,0.704,0.8177,43.86
0.6473,0.5103,0.6073,39.88
0.5661,0.4981,0.5458,35.49
0.2498,0.207,0.2775,19.95
0.8312,0.7004,0.7617,46.32
0.95,0.819,0.8766,58.22
0.701,0.6414,0.6396,44.72
0.2509,0.1,0.159,13.11
0.5584,0.4581,0.4108,30.29
0.7497,0.6777,0.5603,36.71
0.2296,0.2109,0.2267,17.65
0.2855,0.2343,0.2966,18.1
0.2101,0.2054,0.1827,17.7
0.268,0.2144,0.24,17.18
0.95,0.7673,0.8878,54.93
0.4439,0.3602,0.4083,24.28
0.1528,0.1053,0.1377,11.46
0.3734,0.3153,0.3563,26.25
0.7645,0.4358,0.7579,27.42
0.4713,0.4891,0.3919,34.9
0.5614,0.5221,0.5803,31.77
0.8998,0.7763,0.8494,54.06
0.8341,0.6334,0.6894,37.82
0.8076,0.6574,0.7882,40.51
0.1423,0.1,0.1,7.09
0.286,0.1752,0.2203,16.19
0.2135,0.2335,0.1814,18.36
0.9209,0.8195,0.7237,48.74
0.3052,0.1712,0.1657,13.69
0.7712,0.7518,0.6359,46.16
0.4146,0.3158,0.3415,21.88
0.7561,0.6053,0.7146,44.24
0.3676,0.2246,0.3465,20.87
0.7404,0.7019,0.5131,40.01
0.3682,0.4289,0.3896,31.42
0.5403,0.4571,0.4446,28.53
0.5807,0.5162,0.529,31.5
0.318,0.4958,0.3399,28.56
0.5582,0.4974,0.4493,37.46
0.95,0.902,0.95,55.43
0.5486,0.4483,0.5266,34.88
0.6127,0.4832,0.5659,39.71
0.7005,0.5609,0.7105,41.21
0.8708,0.6698,0.7445,38.78
0.7612,0.6484,0.7194,39.56
0.8027,0.6693,0.7436,49.64
0.95,0.8351,0.938,55.53
0.6644,0.5423,0.7121,32.38
0.7219,0.6514,0.6837,46.75
0.8239,0.7179,0.7877,41.21
0.5671,0.4375,0.5386,30.56
0.3835,0.319,0.3211,25.37
0.7755,0.5989,0.7338,44.1
0.5647,0.4379,0.5258,30.74
0.95,0.95,0.9401,60.0
0.5788,0.4659,0.546,34.53
0.9196,0.7683,0.7706,52.23
0.5752,0.4827,0.565,32.51
0.7243,0.5651,0.5672,40.47
0.8337,0.593,0.7675,33.17
0.8425,0.7322,0.772,48.88
0.2853,0.2359,0.2511,22.57
0.4957,0.5666,0.4484,32.26
0.3906,0.359,0.2947,22.56
0.2567,0.2129,0.268,22.41
0.3751,0.3601,0.3998,22.83
0.3196,0.3131,0.3407,21.39
0.1133,0.1,0.1026,14.24
0.9395,0.7965,0.9046,55.15
0.5148,0.4818,0.461,27.32
0.2982,0.287,0.2873,20.92
0.216,0.1668,0.2011,14.16
0.7449,0.5578,0.6562,34.99
0.6755,0.5549,0.5581,35.89
0.6628,0.5537,0.6219,39.93
0.1,0.1,0.1,8.09
0.6577,0.4748,0.5864,35.39
0.95,0.87,0.8919,56.06
0.5919,0.4927,0.641,31.78
0.7341,0.6408,0.6761,47.56
0.7408,0.6212,0.6854,42.2
0.3607,0.3056,0.3546,21.86
0.2151,0.1535,0.2251,14.64
0.5715,0.5748,0.4976,30.92
0.7019,0.6469,0.605,40.93
0.8952,0.6445,0.7597,50.21
0.7543,0.5974,0.7234,42.55
0.8366,0.7154,0.7769,36.4
0.6606,0.5252,0.6409,38.02
0.95,0.8291,0.95,57.97
0.928,0.7685,0.7624,42.13
0.518,0.4432,0.4701,27.23
0.707,0.6332,0.6805,39.0
0.2052,0.2538,0.1451,21.16
0.5221,0.4182,0.5055,35.04
0.4559,0.3033,0.3637,20.84
0.7364,0.6113,0.7103,42.27
0.569,0.4867,0.5572,35.68
0.3148,0.2804,0.298,25.01
0.313,0.211,0.2,16.43
0.6936,0.5407,0.6657,43.39
0.95,0.77,0.9484,53.36
0.3473,0.1801,0.3026,23.06
0.95,0.95,0.8773,60.0
0.7943,0.6703,0.6898,37.44
0.9392,0.691,0.8316,53.92
0.95,0.9168,0.95,54.05
0.446,0.3226,0.3656,24.8
0.37,0.5478,0.4422,30.97
0.4127,0.3456,0.4031,23.62
0.2527,0.2084,0.2285,18.92
0.2944,0.2504,0.2533,24.67
0.2657,0.4079,0.2045,27.56
0.95,0.8605,0.8591,59.56
0.4776,0.3712,0.3995,26.52
0.3242,0.2336,0.3165,25.11
0.3048,0.256,0.2982,25.77
0.8573,0.7466,0.8355,53.21
0.7614,0.6698,0.8015,45.78
0.3954,0.2461,0.3108,18.8
0.2281,0.2153,0.2162,15.89
0.2135,0.2121,0.2296,18.2
0.3606,0.3124,0.2908,20.88
0.3418,0.3419,0.3711,24.3
0.4167,0.3468,0.4331,21.85
0.2906,0.2322,0.2831,19.39
0.3762,0.4222,0.3323,29.82
0.95,0.8044,0.95,57.55
0.7989,0.7305,0.7709,42.45
0.8284,0.7098,0.7837,42.7
0.2901,0.3141,0.2455,21.89
0.3718,0.3244,0.3423,22.52
0.664,0.5657,0.602,42.32
0.3717,0.3815,0.4072,29.8
0.2301,0.2203,0.2202,16.76
0.7318,0.6281,0.6895,45.69
0.9011,0.7342,0.8797,50.71
0.95,0.9413,0.95,53.47
0.362,0.374,0.3639,24.63
0.6943,0.6207,0.6436,41.56
0.6992,0.5767,0.6372,41.64
0.3307,0.1,0.2963,24.67
0.95,0.95,0.95,60.0
0.8694,0.6993,0.869,51.02
0.4791,0.5239,0.4713,34.93
0.8011,0.5767,0.8108,45.78
0.95,0.95,0.95,60.0
0.4748,0.3965,0.4169,27.52
0.8114,0.6741,0.7875,52.33
0.95,0.7407,0.95,57.08
0.3993,0.2986,0.344,21.61
0.6475,0.533,0.5857,31.4
0.92,0.8098,0.8818,53.58
0.8461,0.705,0.8381,50.02
0.4133,0.3424,0.3758,21.69
0.1,0.147,0.1656,16.26
0.7224,0.5605,0.6824,38.12
0.8416,0.7434,0.899,47.7
0.3771,0.2904,0.3658,20.14
0.3493,0.2806,0.3258,21.41
0.8247,0.6755,0.7764,38.58
0.6617,0.6143,0.5958,38.81
0.6678,0.4774,0.6193,30.75
0.4694,0.4606,0.4706,34.39
0.3559,0.3015,0.532,17.15
0.8737,0.6861,0.7695,52.87
0.95,0.7965,0.9182,48.88
0.5136,0.4288,0.4538,40.51
0.4926,0.4335,0.4379,29.82
0.4389,0.3387,0.3629,25.09
0.4623,0.4344,0.52,35.0
0.1854,0.2775,0.2604,23.87
0.3835,0.3286,0.2434,22.37
0.5648,0.4582,0.5571,28.8
0.5929,0.5086,0.5757,26.35
0.7558,0.3876,0.6794,30.77
0.5797,0.4497,0.5662,34.58
0.8776,0.766,0.7986,43.81
0.3488,0.2768,0.3369,22.09
0.9483,0.8517,0.8257,54.63
0.1399,0.1,0.1362,11.19
0.7817,0.7032,0.8848,43.39
0.95,0.711,0.8875,55.71
0.6073,0.5356,0.529,40.63
0.3915,0.2451,0.4223,22.98
0.6346,0.4781,0.4998,33.97
0.4237,0.4077,0.3842,28.95
0.3892,0.2444,0.3354,20.63
0.95,0.9018,0.95,51.91
0.1621,0.1588,0.1688,15.83
0.5658,0.4069,0.4947,36.19
0.2929,0.2137,0.1889,15.36
